regdate,first_name,last_name,email_address,homephone,street,city,state,zipcode
2/1/09 21:25,Leila,Bischoff,mkoodman@jumpstartlab.com,7814240000,4400 MASSACHUSETTS AVENUE,Washington,Dc,20016
2/1/09 21:28,Winter,Parvaz,knllyhorak@jumpstartlab.com,8178747000,4400 MASSACHUSETTS AVENUE,Washington,Dc,20016
2/1/09 21:29,Cameron,Bhalsod,eoawrence2@jumpstartlab.com,7173397000,4400 MASSACHUSETTS AVENUE,Washington,Dc,20016
2/1/09 21:31,Laura,Phillips,xgarotzky@jumpstartlab.com,6035628000,1217 FRANKLIN ST NE,Washington,Dc,20017
2/1/09 21:36,Boris,Mostow,rcrdos12@jumpstartlab.com,6312415000,4400 MASSACHUSETTS AVENUE,Washington,Dc,20016
2/1/09 21:41,Astrid,Peffier,alcoolfool@jumpstartlab.com,4015788000,4400 MASSACHUSETTS AVENUE,Washington,Dc,20016
2/1/09 21:44,Erica,Duval,uasample@jumpstartlab.com,6364899000,4400 MASSACHUSETTS AVENUE,Washington,Dc,20016
2/1/09 21:46,Lubaba,Geisinger,pqchellefwebb@jumpstartlab.com,5082544000,4400 MASSACHUSETTS AVENUE,Washington,Dc,20016
2/1/09 21:54,Ashley,Kubica,pldrew.mariotti@jumpstartlab.com,7814796000,4400 MASSACHUSETTS AVENUE,Washington,Dc,20016
2/1/09 21:58,Adrienne,Lutch,bmalprin@jumpstartlab.com,6108585000,4400 MASSACHUSETTS AVENUE,Washington,Dc,20016
2/1/09 22:02,Cody,Doe,tkstressneko.lily@jumpstartlab.com,7047378000,4400 MASSACHUSETTS AVENUE,Washington,Dc,20016
2/1/09 22:04,Finn,Gloster,end211@jumpstartlab.com,4846537000,4400 MASSACHUSETTS AVENUE,Washington,Dc,20016
2/1/09 22:13,Melissa,Bowling,yim138@jumpstartlab.com,6312236000,736 22ND STREET RM 205,Washington dc,Dc,20052
2/1/09 22:49,Nicole,Porter,iqryars11@jumpstartlab.com,5105080000,1608 RHODE ISLAND AVE. NW #708,Washington,Dc,20036
2/1/09 22:53,Jafar,Cotton,hroon-van-diest.4@jumpstartlab.com,0000000000,1616 P. STREET NW SUITE 340,Washington,Dc,20036
2/1/09 22:58,Nicole,Six,un404607@jumpstartlab.com,0000000000,1616 P. STREET NW SUITE 340,Washington,Dc,20036
2/1/09 23:01,Aidan,O'neill,uhham.christie@jumpstartlab.com,0000000000,1616 P. STREET NW SUITE 340,Washington,Dc,20036
2/1/09 23:05,K,Rempel,ry5309a@jumpstartlab.com,0000000000,1616 P. STREET NW SUITE 340,Washington,Dc,20036
2/1/09 23:07,Katelyn,Mohammed,vxpl3@jumpstartlab.com,0000000000,1616 P. STREET NW SUITE 340,Washington,Dc,20036
2/1/09 23:10,Amanda,Johnson,vqhndoe@jumpstartlab.com,0000000000,1616 P. STREET NW SUITE 340,Washington,Dc,20036
2/1/09 23:13,B,Liakos,urviroaction@jumpstartlab.com,0000000000,1616 P. STREET NW SUITE 340,Washington,Dc,20036
2/1/09 23:16,Emily,Hoepfinger,buifkin@jumpstartlab.com,0000000000,1616 P. STREET NW SUITE 340,Washington,Dc,20036
2/1/09 23:18,Kyle,Hoyles,kehndoe12@jumpstartlab.com,0000000000,1616 P. STREET NW SUITE 340,Washington,Dc,20036
2/1/09 23:20,Ralph,Locascio,eey.mehulebrun@jumpstartlab.com,0000000000,1616 P. STREET NW SUITE 340,Washington,Dc,20036
2/1/09 23:24,Samuel,Lambert-williams,emapman.elisabeth@jumpstartlab.com,0000000000,1616 P. STREET NW SUITE 340,Washington,Dc,20036
2/1/09 23:26,Laura,Bennett,sqerson1@jumpstartlab.com,0000000000,1616 P STREET NW SUITE 340,Washington,Dc,20036
2/1/09 23:30,Caitlin,Easter,ghel@jumpstartlab.com,3105698000,321 SOUTH CAROLINA AVE SE,Washington,Dc,20003
2/1/09 23:30,Torsten,Weber-shirk,ggd2543@jumpstartlab.com,0000000000,1616 P STREET NW SUITE 340,Washington,Dc,20036
2/1/09 23:31,Mrinalini,Billman,ihnwaax07@jumpstartlab.com,0000000000,1616 P STREET NW SUITE 340,Washington,Dc,20036
2/1/09 23:34,Tom,Pomeroy,gkackwella2@jumpstartlab.com,0000000000,1616 P STREET NW SUITE 340,Washington,Dc,20036
2/2/09 0:44,Abby,Peterson,jweise@jumpstartlab.com,3236870000,"1608 RHODE ISLAND AVE, NW",Washington,Dc,20036
2/2/09 0:50,Kate,Scholnick,xrvanals@jumpstartlab.com,3236870000,"1608 RHODE ISLAND AVE, NW",Washington,Dc,20036
2/2/09 0:52,Michelle,Rudderman,fwchtywr@jumpstartlab.com,0000000000,GEORGETOWN UNIVERSITY KENNEDY K-227,Washington,Dc,20057
2/2/09 0:55,Bryce,Lupolt,qclese_11@jumpstartlab.com,8314197000,"1608 RHODE ISLAND AVE, NW APT 908",Washington,Dc,20036
2/2/09 10:07,Simone,Sosin,kferriam@jumpstartlab.com,2024818000,1333 H ST. NW 1ST FLOOR,Washington,Dc,20005
2/2/09 10:38,Allison,Coronado,beblaaron01@jumpstartlab.com,8054481000,"2100 I STREET, NW, GW UNIVERSITY – LAFAYETTE HALL #403",Washington,Dc,20052
2/2/09 10:45,Anika,Roux,clanessaj@jumpstartlab.com,7735692000,215 PENNSYLVANIA AVE. SE 3RD FL,Washington,Dc,20003
2/2/09 12:34,Greg,Saunders,jyukhov@jumpstartlab.com,2406455000,"3000 CATHEDRAL AVE, NW",Washington,Dc,20008
